created_at,u_irrig,soil_frac,air_temp,humidity
2025-04-05 00:00:00,0.08333333333333333,0.6891958236546991,23.0,80.0
2025-04-05 00:10:00,0.08332008050490611,0.6891958236546991,22.28700611,74.62011023
2025-04-05 00:20:00,0.08328021253402862,0.7005086022578034,22.04519266,72.65993788
2025-04-05 00:30:00,0.08321360366507459,0.7097571173733754,21.68592702,71.3327129
2025-04-05 00:40:00,0.08312018035078984,0.7199381091019212,21.12240885,69.48170897
2025-04-05 00:50:00,0.08299992231498933,0.731286590109925,20.9849509,65.39877883
2025-04-05 01:00:00,0.08285286351931367,0.737926549905757,20.78777603,63.33469075
2025-04-05 01:10:00,0.08267909302928579,0.7464379902627322,20.16687642,61.8133477
2025-04-05 01:20:00,0.0824787557750227,0.7546624186381152,20.18513353,62.16648531
2025-04-05 01:30:00,0.0,0.7628333635986324,19.87391998,61.19915616
2025-04-05 01:40:00,0.0,0.75076869619692,19.87370086,59.83036396
2025-04-05 01:50:00,0.0,0.7398928215198651,19.88445596,59.35343379
2025-04-05 02:00:00,0.0,0.7311390139717788,19.88046797,59.20228376
2025-04-05 02:10:00,0.08108762337816977,0.7197512578971701,19.64701691,57.81839432
2025-04-05 02:20:00,0.08073412475600271,0.7297719849103277,19.44047484,57.38947999
2025-04-05 02:30:00,0.08035667785346881,0.7386371598069487,19.20798789,56.68940657
2025-04-05 02:40:00,0.07995588784691961,0.7460898581083935,19.16887066,55.69126875
2025-04-05 02:50:00,0.0,0.7540615135267997,19.20220679,55.00223919
2025-04-05 03:00:00,0.0790869851228418,0.7428212431779078,18.91410893,55.65769804
2025-04-05 03:10:00,0.07862036697510091,0.7504995852717022,19.06707441,55.57187817
2025-04-05 03:20:00,0.0781333934053549,0.758760558649334,19.17257874,55.7356277
2025-04-05 03:30:00,0.0,0.7649258716083884,19.00467168,55.25244116
2025-04-05 03:40:00,0.0,0.7531493478969609,19.15866787,55.0
2025-04-05 03:50:00,0.0,0.7420597088639918,19.51039888,55.36947396
2025-04-05 04:00:00,0.0,0.7318431911313884,19.08585398,55.52462215
2025-04-05 04:10:00,0.07542600676402432,0.7218540320240944,19.16676046,55.44098681
2025-04-05 04:20:00,0.0,0.7303267034621755,19.34807691,55.7950039
2025-04-05 04:30:00,0.07423550919188592,0.7199830448758193,19.06915062,56.31180194
2025-04-05 04:40:00,0.07362185061188702,0.728953011400273,19.12274627,56.97930364
2025-04-05 04:50:00,0.0,0.7367411728053266,19.5127115,57.27232906
2025-04-05 05:00:00,0.0,0.7259407223188533,19.3070859,57.64747575
2025-04-05 05:10:00,0.07172255843048185,0.7166385175099554,19.18248665,57.22555518
2025-04-05 05:20:00,0.07107449766303484,0.7249469322743576,19.45498146,57.46144517
2025-04-05 05:30:00,0.0,0.7316474708612318,19.48515155,58.28782682
2025-04-05 05:40:00,0.06976433256961335,0.7211917559186434,19.47935624,58.98538293
2025-04-05 05:50:00,0.06910512827489544,0.728886351247493,19.52763079,59.26960344
2025-04-05 06:00:00,0.0,0.7359299849236247,19.97247317,59.24802915
2025-04-05 06:10:00,0.06778589877407198,0.7230689366257814,19.58170983,59.7267365
2025-04-05 06:20:00,0.06712889806640986,0.7330637723661853,19.83302203,59.94474995
2025-04-05 06:30:00,0.06647567932656322,0.7395129623612045,19.79483028,59.97732721
2025-04-05 06:40:00,0.06582778394243166,0.7461943177237758,20.00625737,60.20503621
2025-04-05 06:50:00,0.0,0.7527708542125048,20.04553861,60.85030286
2025-04-05 07:00:00,0.06455415103396803,0.7406876431801761,20.18985024,61.33795192
2025-04-05 07:10:00,0.0,0.7472168424085324,20.38813271,61.85149788
2025-04-05 07:20:00,0.0,0.7346824158640582,19.97811698,62.18735169
2025-04-05 07:30:00,0.0,0.7238182143227376,20.04261638,62.94217618
2025-04-05 07:40:00,0.0,0.7131845725502844,20.43038839,62.69561697
2025-04-05 07:50:00,0.06157118208491687,0.7003847413731218,20.60497697,63.71034422
2025-04-05 08:00:00,0.06102118544402131,0.7070376982901543,20.67085695,64.42637595
2025-04-05 08:10:00,0.060490156414964504,0.7147046619639912,20.5519294,65.22136638
2025-04-05 08:20:00,0.0,0.7227159643359466,20.58513084,66.23118133
2025-04-05 08:30:00,0.0,0.7085885555016996,20.84116418,66.73032074
2025-04-05 08:40:00,0.059024876791056,0.6988791582010679,20.81994071,66.74519784
2025-04-05 08:50:00,0.05858353081741903,0.7068146943758172,20.66559229,66.93954127
2025-04-05 09:00:00,0.0,0.7134810065609392,21.18070044,67.68706794
2025-04-05 09:10:00,0.0,0.7011581375693843,21.12699509,68.59076638
2025-04-05 09:20:00,0.0,0.6896614554970459,21.19031364,69.27945082
2025-04-05 09:30:00,0.0,0.6815461866170165,21.27513443,70.04834995
2025-04-05 09:40:00,0.056785102656883586,0.671113501994721,21.87618593,71.00483251
2025-04-05 09:50:00,0.0,0.6770409763136149,21.97556583,71.67379724
2025-04-05 10:00:00,0.0,0.6672035189951327,21.90430708,72.28357977
2025-04-05 10:10:00,0.0560706993989438,0.6582895936157667,21.74731927,71.9934618
2025-04-05 10:20:00,0.0,0.6674453026414925,22.11446758,70.93054167
2025-04-05 10:30:00,0.0,0.6581993078536058,22.49966323,71.907632
2025-04-05 10:40:00,0.0,0.6499281131259163,22.39711514,72.41315567
2025-04-05 10:50:00,0.05559022625505941,0.6407701053271321,22.33411968,71.77906682
2025-04-05 11:00:00,0.0,0.6499762139235873,22.57400458,71.74897205
2025-04-05 11:10:00,0.05556234214308426,0.6398654655205187,22.71796022,71.84205672
2025-04-05 11:20:00,0.0,0.649240472787665,22.56259606,71.93617102
2025-04-05 11:30:00,0.055679401152956685,0.6401949837956069,22.49320014,71.3914729
2025-04-05 11:40:00,0.05579255014120936,0.6496421030432724,22.30994683,71.37084499
2025-04-05 11:50:00,0.05594205971565973,0.6579069448943475,22.4266056,72.05979901
2025-04-05 12:00:00,0.0,0.6687694421147954,22.36982974,71.57950166
2025-04-05 12:10:00,0.0563494076744845,0.6588890326095911,22.30439062,71.42395807
2025-04-05 12:20:00,0.0,0.668823406343122,22.33641829,71.20476085
2025-04-05 12:30:00,0.056898931147932555,0.6585119637218162,22.29780579,71.63556759
2025-04-05 12:40:00,0.057225779341181185,0.6681263163854122,22.04448165,71.86327134
2025-04-05 12:50:00,0.057586492687297174,0.6774024427492286,22.30252807,71.6812138
2025-04-05 13:00:00,0.05798030007257054,0.6855134454049727,22.56385588,72.49257008
2025-04-05 13:10:00,0.0,0.6924437893156621,22.52052425,73.06645206
2025-04-05 13:20:00,0.0,0.6825586633659474,22.34666864,73.13009019
2025-04-05 13:30:00,0.059351072454549514,0.6720329870317702,22.24936413,73.28833884
2025-04-05 13:40:00,0.0,0.6828413134726585,22.40054344,72.83598598
2025-04-05 13:50:00,0.0,0.67209865243697,22.38492851,73.38240352
2025-04-05 14:00:00,0.06098241322868649,0.6613615689503201,22.42460358,72.99024584
2025-04-05 14:10:00,0.0,0.6697225029332785,21.96065462,73.45448119
2025-04-05 14:20:00,0.06219702148859911,0.6607981975715647,21.89757825,73.7836601
2025-04-05 14:30:00,0.06283785406464754,0.6722540935154139,21.57476702,73.27719885
2025-04-05 14:40:00,0.06349880755896986,0.6817429207087935,21.39173259,73.37180221
2025-04-05 14:50:00,0.0,0.6889810871234349,21.65988758,73.60982373
2025-04-05 15:00:00,0.0,0.6806331142352936,21.22967799,70.23076705
2025-04-05 15:10:00,0.0655843408567139,0.6721707985216809,21.00338356,70.01016182
2025-04-05 15:20:00,0.06630738351701217,0.6848101387874534,20.5780594,69.82276462
2025-04-05 15:30:00,0.06704102469200622,0.6944270360789291,20.33997593,69.30317264
2025-04-05 15:40:00,0.0,0.7046451118516628,20.25315108,65.52125499
2025-04-05 15:50:00,0.0,0.6948561893117706,20.16717871,65.65390709
2025-04-05 16:00:00,0.0,0.6850740313622578,20.39171476,66.45274808
2025-04-05 16:10:00,0.0,0.6759845285957519,20.19129851,65.84246232
2025-04-05 16:20:00,0.0,0.6682574223736192,20.2055484,63.92841748
2025-04-05 16:30:00,0.0,0.6600633261850294,20.13718897,64.14417077
2025-04-05 16:40:00,0.07229322641355948,0.6530241232088794,19.97974144,63.47999161
2025-04-05 16:50:00,0.07303352846371929,0.6661267705817789,20.06451489,64.09345382
2025-04-05 17:00:00,0.07376452130673243,0.6779650530153202,19.94967977,64.01592328
2025-04-05 17:10:00,0.0,0.6864538037016402,20.10594413,64.38357992
2025-04-05 17:20:00,0.07518948787124997,0.679043645557555,19.94298254,64.64679267
2025-04-05 17:30:00,0.07587895492119484,0.6902531899429312,20.16493935,64.86257659
2025-04-05 17:40:00,0.07655011413483617,0.7026776460529978,20.0169638,64.68288054
2025-04-05 17:50:00,0.0,0.7126545414269896,19.73145872,65.56443272
2025-04-05 18:00:00,0.07782882711615426,0.704431052673471,19.88361707,65.63771551
2025-04-05 18:10:00,0.0,0.7140350718269821,19.54881458,62.3114491
2025-04-05 18:20:00,0.0,0.7053602303672021,19.95276482,59.2565708
