created_at,water_input,soil_seed,air_temp,humidity,soil_moisture_sim
2025-04-05 00:00:00+05:00,60.0,64.0,23.0,80.0,68.9195823654699
2025-04-05 00:10:00+05:00,59.9904579635324,69.49986461,22.28700611,74.62011023,68.9195823654699
2025-04-05 00:20:00+05:00,59.96175302450061,69.28997424,22.04519266,72.65993788,70.05086022578034
2025-04-05 00:30:00+05:00,59.91379463885371,69.19464839,21.68592702,71.3327129,70.97571173733755
2025-04-05 00:40:00+05:00,59.846529852568686,69.45968694,21.12240885,69.48170897,71.99381091019212
2025-04-05 00:50:00+05:00,59.75994406679232,70.0,20.9849509,65.39877883,73.12865901099251
2025-04-05 01:00:00+05:00,59.65406173390585,69.80708301,20.78777603,63.33469075,73.7926549905757
2025-04-05 01:10:00+05:00,59.528946981085774,69.60984012,20.16687642,61.8133477,74.64379902627321
2025-04-05 01:20:00+05:00,59.38470415801635,69.8795304,20.18513353,62.16648531,75.46624186381152
2025-04-05 01:30:00+05:00,-40.77852169449713,69.65492503,19.87391998,61.19915616,76.28333635986324
2025-04-05 01:40:00+05:00,-40.960544458159895,69.60178275,19.87370086,59.83036396,75.076869619692
2025-04-05 01:50:00+05:00,-41.161136636092415,69.91066623,19.88445596,59.35343379,73.98928215198652
2025-04-05 02:00:00+05:00,-41.380029139907506,69.96589948,19.88046797,59.20228376,73.11390139717788
2025-04-05 02:10:00+05:00,58.383088832282226,70.0,19.64701691,57.81839432,71.97512578971701
2025-04-05 02:20:00+05:00,58.12856982432195,70.0,19.44047484,57.38947999,72.97719849103277
2025-04-05 02:30:00+05:00,57.85680805449755,69.96467017,19.20798789,56.68940657,73.86371598069486
2025-04-05 02:40:00+05:00,57.56823924978212,70.0,19.16887066,55.69126875,74.60898581083934
2025-04-05 02:50:00+05:00,-42.73665962022722,70.0,19.20220679,55.00223919,75.40615135267997
2025-04-05 03:00:00+05:00,56.9426292884461,70.0,18.91410893,55.65769804,74.28212431779077
2025-04-05 03:10:00+05:00,56.60666422207266,69.97464159,19.06707441,55.57187817,75.04995852717022
2025-04-05 03:20:00+05:00,56.256043251855516,69.91019598,19.17257874,55.7356277,75.8760558649334
2025-04-05 03:30:00+05:00,-44.108596409907584,69.6737089,19.00467168,55.25244116,76.49258716083884
2025-04-05 03:40:00+05:00,-44.48657920109218,69.27103967,19.15866787,55.0,75.31493478969608
2025-04-05 03:50:00+05:00,-44.87719210914285,69.21637451,19.51039888,55.36947396,74.20597088639917
2025-04-05 04:00:00+05:00,-45.27968567902721,69.17449201,19.08585398,55.52462215,73.18431911313884
2025-04-05 04:10:00+05:00,54.30672487009751,69.47433725,19.16676046,55.44098681,72.18540320240943
2025-04-05 04:20:00+05:00,-46.11714158036294,69.28525694,19.34807691,55.7950039,73.03267034621756
2025-04-05 04:30:00+05:00,53.44956661815786,69.26319764,19.06915062,56.31180194,71.99830448758193
2025-04-05 04:40:00+05:00,53.007732440558655,69.01350783,19.12274627,56.97930364,72.8953011400273
2025-04-05 04:50:00+05:00,-47.441731359145095,69.19115645,19.5127115,57.27232906,73.67411728053266
2025-04-05 05:00:00+05:00,-47.897883900067946,69.21511064,19.3070859,57.64747575,72.59407223188533
2025-04-05 05:10:00+05:00,51.64024206994693,69.09919356,19.18248665,57.22555518,71.66385175099555
2025-04-05 05:20:00+05:00,51.17363831738508,69.38461256,19.45498146,57.46144517,72.49469322743576
2025-04-05 05:30:00+05:00,-49.29668083288439,69.13146358,19.48515155,58.28782682,73.16474708612319
